Unigrams,Adjective1,Adjective2,Adjective3,Class
more,few,more,NA,neutral
days,few,more,NA,neutral
before,few,more,NA,neutral
sells,few,more,NA,neutral
enough,few,more,NA,neutral
investors,few,more,NA,neutral
return,few,more,NA,neutral
hunt,few,more,NA,neutral
bargains,few,more,NA,neutral
world,tuesdai,next,long,neutral
prices,tuesdai,next,long,neutral
fell,tuesdai,next,long,neutral
slightly,tuesdai,next,long,neutral
tuesday,tuesdai,next,long,neutral
traders,tuesdai,next,long,neutral
mulled,tuesdai,next,long,neutral
over,tuesdai,next,long,neutral
their,tuesdai,next,long,neutral
next,tuesdai,next,long,neutral
move,tuesdai,next,long,neutral
after,tuesdai,next,long,neutral
month,tuesdai,next,long,neutral
long,tuesdai,next,long,neutral
rally,tuesdai,next,long,neutral
which,tuesdai,next,long,neutral
taken,tuesdai,next,long,neutral
prices,tuesdai,next,long,neutral
four,tuesdai,next,long,neutral
month,tuesdai,next,long,neutral
highs,tuesdai,next,long,neutral
traders,downward,sharp,NA,neutral
said,downward,sharp,NA,neutral
downward,downward,sharp,NA,neutral
correction,downward,sharp,NA,neutral
probably,downward,sharp,NA,neutral
needed,downward,sharp,NA,neutral
after,downward,sharp,NA,neutral
sharp,downward,sharp,NA,neutral
gains,downward,sharp,NA,neutral
posted,downward,sharp,NA,neutral
august,downward,sharp,NA,neutral
bank,montreal,third,largest,neutral
montreal,montreal,third,largest,neutral
canadas,montreal,third,largest,neutral
third,montreal,third,largest,neutral
largest,montreal,third,largest,neutral
bank,montreal,third,largest,neutral
posted,montreal,third,largest,neutral
income,montreal,third,largest,neutral
million,montreal,third,largest,neutral
million,montreal,third,largest,neutral
cents,montreal,third,largest,neutral
share,montreal,third,largest,neutral
third,montreal,third,largest,neutral
fiscal,montreal,third,largest,neutral
quarter,montreal,third,largest,neutral
million,montreal,third,largest,neutral
cents,montreal,third,largest,neutral
canadian,montreal,third,largest,neutral
cents,montreal,third,largest,neutral
share,montreal,third,largest,neutral
same,montreal,third,largest,neutral
period,montreal,third,largest,neutral
last,montreal,third,largest,neutral
year,montreal,third,largest,neutral
both,NA,NA,NA,neutral
cases,NA,NA,NA,neutral
numbers,NA,NA,NA,neutral
were,NA,NA,NA,neutral
ahead,NA,NA,NA,neutral
expectations,NA,NA,NA,neutral
according,NA,NA,NA,neutral
ibes,NA,NA,NA,neutral
service,NA,NA,NA,neutral
consensus,NA,NA,NA,neutral
forecast,NA,NA,NA,neutral
bank,NA,NA,NA,neutral
montreal,NA,NA,NA,neutral
cents,NA,NA,NA,neutral
canadian,NA,NA,NA,neutral
cents,NA,NA,NA,neutral
share,NA,NA,NA,neutral
while,NA,NA,NA,neutral
analysts,NA,NA,NA,neutral
were,NA,NA,NA,neutral
expecting,NA,NA,NA,neutral
scotiabank,NA,NA,NA,neutral
post,NA,NA,NA,neutral
cents,NA,NA,NA,neutral
share,NA,NA,NA,neutral
believe,NA,NA,NA,neutral
that,NA,NA,NA,neutral
decision,NA,NA,NA,neutral
premier,NA,NA,NA,neutral
saxony,NA,NA,NA,neutral
grant,NA,NA,NA,neutral
subsidies,NA,NA,NA,neutral
volkswagen,NA,NA,NA,neutral
decision,NA,NA,NA,neutral
people,NA,NA,NA,neutral
jobs,NA,NA,NA,neutral
saxony,NA,NA,NA,neutral
this,NA,NA,NA,neutral
also,NA,NA,NA,neutral
view,NA,NA,NA,neutral
decision,NA,NA,NA,neutral
invest,NA,NA,NA,neutral
this,NA,NA,NA,neutral
location,NA,NA,NA,neutral
piech,NA,NA,NA,neutral
told,NA,NA,NA,neutral
journalists,NA,NA,NA,neutral
group,new,NA,NA,neutral
introducing,new,NA,NA,neutral
passat,new,NA,NA,neutral
vehicle,new,NA,NA,neutral
support,NA,NA,NA,neutral
grows,NA,NA,NA,neutral
lloyds,NA,NA,NA,neutral
rescue,NA,NA,NA,neutral
deadline,NA,NA,NA,neutral
looms,NA,NA,NA,neutral
troubled,troubl,tuesdai,worldwid,neutral
insurance,troubl,tuesdai,worldwid,neutral
market,troubl,tuesdai,worldwid,neutral
lloyds,troubl,tuesdai,worldwid,neutral
london,troubl,tuesdai,worldwid,neutral
said,troubl,tuesdai,worldwid,neutral
tuesday,troubl,tuesdai,worldwid,neutral
that,troubl,tuesdai,worldwid,neutral
over,troubl,tuesdai,worldwid,neutral
percent,troubl,tuesdai,worldwid,neutral
worldwide,troubl,tuesdai,worldwid,neutral
membership,troubl,tuesdai,worldwid,neutral
accepted,troubl,tuesdai,worldwid,neutral
terms,troubl,tuesdai,worldwid,neutral
billion,troubl,tuesdai,worldwid,neutral
pound,troubl,tuesdai,worldwid,neutral
billion,troubl,tuesdai,worldwid,neutral
rescue,troubl,tuesdai,worldwid,neutral
plan,troubl,tuesdai,worldwid,neutral
ahead,troubl,tuesdai,worldwid,neutral
wednesdays,troubl,tuesdai,worldwid,neutral
crucial,troubl,tuesdai,worldwid,neutral
deadline,troubl,tuesdai,worldwid,neutral
announcement,u,due,american,neutral
came,u,due,american,neutral
market,u,due,american,neutral
awaited,u,due,american,neutral
appeals,u,due,american,neutral
court,u,due,american,neutral
decision,u,due,american,neutral
which,u,due,american,neutral
threatens,u,due,american,neutral
throw,u,due,american,neutral
recovery,u,due,american,neutral
plan,u,due,american,neutral
track,u,due,american,neutral
giving,u,due,american,neutral
american,u,due,american,neutral
investors,u,due,american,neutral
more,u,due,american,neutral
time,u,due,american,neutral
think,u,due,american,neutral
over,u,due,american,neutral
settlement,u,due,american,neutral
offer,u,due,american,neutral
foxmeyer,last,final,new,neutral
health,last,final,new,neutral
corp,last,final,new,neutral
said,last,final,new,neutral
last,last,final,new,neutral
week,last,final,new,neutral
final,last,final,new,neutral
negotiations,last,final,new,neutral
sell,last,final,new,neutral
foxmeyer,last,final,new,neutral
drug,last,final,new,neutral
jersey,last,final,new,neutral
investor,last,final,new,neutral
group,last,final,new,neutral
william,last,final,new,neutral
taggart,last,final,new,neutral
turnaround,last,final,new,neutral
expert,last,final,new,neutral
million,last,final,new,neutral
cash,last,final,new,neutral
securities,last,final,new,neutral
subsidiary,most,annual,NA,neutral
accounts,most,annual,NA,neutral
most,most,annual,NA,neutral
foxmeyer,most,annual,NA,neutral
healths,most,annual,NA,neutral
billion,most,annual,NA,neutral
annual,most,annual,NA,neutral
revenue,most,annual,NA,neutral
foxmeyer,NA,NA,NA,neutral
sale,NA,NA,NA,neutral
terminated,NA,NA,NA,neutral
foxmeyer,robert,NA,NA,neutral
drug,robert,NA,NA,neutral
also,robert,NA,NA,neutral
announced,robert,NA,NA,neutral
appointment,robert,NA,NA,neutral
robert,robert,NA,NA,neutral
peiser,robert,NA,NA,neutral
drug,robert,NA,NA,neutral
units,robert,NA,NA,neutral
vice,robert,NA,NA,neutral
chairman,robert,NA,NA,neutral
chief,robert,NA,NA,neutral
executive,robert,NA,NA,neutral
issue,lloyd,new,NA,neutral
lloyds,lloyd,new,NA,neutral
plan,lloyd,new,NA,neutral
reorganize,lloyd,new,NA,neutral
reinsuring,lloyd,new,NA,neutral
billions,lloyd,new,NA,neutral
dollars,lloyd,new,NA,neutral
liabilities,lloyd,new,NA,neutral
into,lloyd,new,NA,neutral
company,lloyd,new,NA,neutral
called,lloyd,new,NA,neutral
equitas,lloyd,new,NA,neutral
despite,continu,electron,blue,neutral
continued,continu,electron,blue,neutral
weakness,continu,electron,blue,neutral
dollar,continu,electron,blue,neutral
ibis,continu,electron,blue,neutral
index,continu,electron,blue,neutral
which,continu,electron,blue,neutral
measures,continu,electron,blue,neutral
electronic,continu,electron,blue,neutral
trade,continu,electron,blue,neutral
blue,continu,electron,blue,neutral
chip,continu,electron,blue,neutral
german,continu,electron,blue,neutral
companies,continu,electron,blue,neutral
ended,continu,electron,blue,neutral
points,continu,electron,blue,neutral
percent,continu,electron,blue,neutral
points,continu,electron,blue,neutral
earlier,bours,blue,NA,neutral
bourse,bours,blue,NA,neutral
trade,bours,blue,NA,neutral
ended,bours,blue,NA,neutral
with,bours,blue,NA,neutral
index,bours,blue,NA,neutral
which,bours,blue,NA,neutral
measures,bours,blue,NA,neutral
trade,bours,blue,NA,neutral
blue,bours,blue,NA,neutral
chip,bours,blue,NA,neutral
german,bours,blue,NA,neutral
shares,bours,blue,NA,neutral
points,bours,blue,NA,neutral
percent,bours,blue,NA,neutral
points,bours,blue,NA,neutral
fator,bui,brazilian,NA,neutral
securities,bui,brazilian,NA,neutral
said,bui,brazilian,NA,neutral
maintaining,bui,brazilian,NA,neutral
recommendation,bui,brazilian,NA,neutral
brazilian,bui,brazilian,NA,neutral
food,bui,brazilian,NA,neutral
company,bui,brazilian,NA,neutral
ceval,bui,brazilian,NA,neutral
said,third,NA,NA,neutral
ceval,third,NA,NA,neutral
would,third,NA,NA,neutral
begin,third,NA,NA,neutral
show,third,NA,NA,neutral
signs,third,NA,NA,neutral
turnaround,third,NA,NA,neutral
third,third,NA,NA,neutral
quarter,third,NA,NA,neutral
reverse,third,NA,NA,neutral
losses,third,NA,NA,neutral
year,third,NA,NA,neutral
research,NA,NA,NA,neutral
alert,NA,NA,NA,neutral
ceval,NA,NA,NA,neutral
still,NA,NA,NA,neutral
fator,NA,NA,NA,neutral
grand,grand,NA,NA,neutral
casinos,grand,NA,NA,neutral
taking,grand,NA,NA,neutral
million,grand,NA,NA,neutral
charge,grand,NA,NA,neutral
grand,grand,non,more,neutral
casinos,grand,non,more,neutral
said,grand,non,more,neutral
tuesday,grand,non,more,neutral
expects,grand,non,more,neutral
record,grand,non,more,neutral
cash,grand,non,more,neutral
charge,grand,non,more,neutral
more,grand,non,more,neutral
than,grand,non,more,neutral
million,grand,non,more,neutral
much,grand,non,more,neutral
higher,grand,non,more,neutral
than,grand,non,more,neutral
expected,grand,non,more,neutral
losses,grand,non,more,neutral
stratosphere,grand,non,more,neutral
casino,grand,non,more,neutral
vegas,grand,non,more,neutral
grand,grand,stratospher,second,neutral
casinos,grand,stratospher,second,neutral
which,grand,stratospher,second,neutral
owns,grand,stratospher,second,neutral
about,grand,stratospher,second,neutral
percent,grand,stratospher,second,neutral
stratosphere,grand,stratospher,second,neutral
said,grand,stratospher,second,neutral
expected,grand,stratospher,second,neutral
take,grand,stratospher,second,neutral
charge,grand,stratospher,second,neutral
between,grand,stratospher,second,neutral
cents,grand,stratospher,second,neutral
share,grand,stratospher,second,neutral
which,grand,stratospher,second,neutral
would,grand,stratospher,second,neutral
total,grand,stratospher,second,neutral
between,grand,stratospher,second,neutral
million,grand,stratospher,second,neutral
million,grand,stratospher,second,neutral
second,grand,stratospher,second,neutral
half,grand,stratospher,second,neutral
year,grand,stratospher,second,neutral
brosig,expect,grand,NA,neutral
executive,expect,grand,NA,neutral
vice,expect,grand,NA,neutral
president,expect,grand,NA,neutral
investor,expect,grand,NA,neutral
relations,expect,grand,NA,neutral
said,expect,grand,NA,neutral
expected,expect,grand,NA,neutral
loss,expect,grand,NA,neutral
times,expect,grand,NA,neutral
amount,expect,grand,NA,neutral
originally,expect,grand,NA,neutral
anticipated,expect,grand,NA,neutral
grand,expect,grand,NA,neutral
casinos,expect,grand,NA,neutral
stratosphere,last,old,tallest,neutral
said,last,old,tallest,neutral
last,last,old,tallest,neutral
week,last,old,tallest,neutral
that,last,old,tallest,neutral
revamping,last,old,tallest,neutral
operations,last,old,tallest,neutral
four,last,old,tallest,neutral
month,last,old,tallest,neutral
hotel,last,old,tallest,neutral
casino,last,old,tallest,neutral
tallest,last,old,tallest,neutral
building,last,old,tallest,neutral
vegas,last,old,tallest,neutral
after,last,old,tallest,neutral
failed,last,old,tallest,neutral
attract,last,old,tallest,neutral
hotel,last,old,tallest,neutral
customers,last,old,tallest,neutral
gamblers,last,old,tallest,neutral
numbers,last,old,tallest,neutral
anticipated,last,old,tallest,neutral
american,american,largest,NA,neutral
stores,american,largest,NA,neutral
largest,american,largest,NA,neutral
food,american,largest,NA,neutral
drug,american,largest,NA,neutral
retailers,american,largest,NA,neutral
country,american,largest,NA,neutral
with,american,largest,NA,neutral
stores,american,largest,NA,neutral
states,american,largest,NA,neutral
principal,princip,retail,acm,neutral
retail,princip,retail,acm,neutral
operations,princip,retail,acm,neutral
include,princip,retail,acm,neutral
acme,princip,retail,acm,neutral
markets,princip,retail,acm,neutral
jewel,princip,retail,acm,neutral
food,princip,retail,acm,neutral
stores,princip,retail,acm,neutral
lucky,princip,retail,acm,neutral
northern,princip,retail,acm,neutral
california,princip,retail,acm,neutral
division,princip,retail,acm,neutral
lucky,princip,retail,acm,neutral
southern,princip,retail,acm,neutral
california,princip,retail,acm,neutral
division,princip,retail,acm,neutral
jewel,princip,retail,acm,neutral
osco,princip,retail,acm,neutral
southwest,princip,retail,acm,neutral
osco,princip,retail,acm,neutral
drug,princip,retail,acm,neutral
drug,princip,retail,acm,neutral
american,american,second,NA,neutral
stores,american,second,NA,neutral
second,american,second,NA,neutral
quarter,american,second,NA,neutral
earnings,american,second,NA,neutral
stock,consolid,earli,long,neutral
consolidated,consolid,earli,long,neutral
freightways,consolid,earli,long,neutral
jumped,consolid,earli,long,neutral
early,consolid,earli,long,neutral
trading,consolid,earli,long,neutral
tuesday,consolid,earli,long,neutral
after,consolid,earli,long,neutral
transportation,consolid,earli,long,neutral
company,consolid,earli,long,neutral
said,consolid,earli,long,neutral
plans,consolid,earli,long,neutral
spin,consolid,earli,long,neutral
long,consolid,earli,long,neutral
haul,consolid,earli,long,neutral
less,consolid,earli,long,neutral
than,consolid,earli,long,neutral
truckload,consolid,earli,long,neutral
units,consolid,earli,long,neutral
palo,due,rapid,other,neutral
alto,due,rapid,other,neutral
calif,due,rapid,other,neutral
based,due,rapid,other,neutral
firm,due,rapid,other,neutral
said,due,rapid,other,neutral
monday,due,rapid,other,neutral
that,due,rapid,other,neutral
spin,due,rapid,other,neutral
rapid,due,rapid,other,neutral
change,due,rapid,other,neutral
transportation,due,rapid,other,neutral
business,due,rapid,other,neutral
that,due,rapid,other,neutral
recently,due,rapid,other,neutral
caused,due,rapid,other,neutral
some,due,rapid,other,neutral
divisions,due,rapid,other,neutral
compete,due,rapid,other,neutral
against,due,rapid,other,neutral
each,due,rapid,other,neutral
other,due,rapid,other,neutral
same,due,rapid,other,neutral
business,due,rapid,other,neutral
consolidated,consolid,new,consolid,neutral
freightways,consolid,new,consolid,neutral
which,consolid,new,consolid,neutral
revenues,consolid,new,consolid,neutral
billion,consolid,new,consolid,neutral
said,consolid,new,consolid,neutral
will,consolid,new,consolid,neutral
spin,consolid,new,consolid,neutral
company,consolid,new,consolid,neutral
called,consolid,new,consolid,neutral
consolidated,consolid,new,consolid,neutral
freightways,consolid,new,consolid,neutral
corp,consolid,new,consolid,neutral
stockholders,consolid,new,consolid,neutral
free,consolid,new,consolid,neutral
transaction,consolid,new,consolid,neutral
expected,consolid,new,consolid,neutral
close,consolid,new,consolid,neutral
year,consolid,new,consolid,neutral
units,NA,NA,NA,neutral
spun,NA,NA,NA,neutral
have,NA,NA,NA,neutral
revenues,NA,NA,NA,neutral
billion,NA,NA,NA,neutral
company,open,NA,NA,neutral
said,open,NA,NA,neutral
would,open,NA,NA,neutral
back,open,NA,NA,neutral
shares,open,NA,NA,neutral
through,open,NA,NA,neutral
open,open,NA,NA,neutral
market,open,NA,NA,neutral
transactions,open,NA,NA,neutral
from,open,NA,NA,neutral
time,open,NA,NA,neutral
time,open,NA,NA,neutral
market,open,NA,NA,neutral
conditions,open,NA,NA,neutral
warrant,open,NA,NA,neutral
said,outstand,NA,NA,neutral
million,outstand,NA,NA,neutral
shares,outstand,NA,NA,neutral
outstanding,outstand,NA,NA,neutral
boeing,total,NA,NA,neutral
also,total,NA,NA,neutral
said,total,NA,NA,neutral
increase,total,NA,NA,neutral
expected,total,NA,NA,neutral
bring,total,NA,NA,neutral
total,total,NA,NA,neutral
work,total,NA,NA,neutral
force,total,NA,NA,neutral
year,total,NA,NA,neutral
start,NA,NA,NA,neutral
year,NA,NA,NA,neutral
boeing,NA,NA,NA,neutral
said,NA,NA,NA,neutral
work,NA,NA,NA,neutral
force,NA,NA,NA,neutral
totalled,NA,NA,NA,neutral
research,ast,new,NA,neutral
names,ast,new,NA,neutral
president,ast,new,NA,neutral
personal,person,ast,young,neutral
computer,person,ast,young,neutral
manufacturer,person,ast,young,neutral
research,person,ast,young,neutral
tuesday,person,ast,young,neutral
named,person,ast,young,neutral
young,person,ast,young,neutral
president,person,ast,young,neutral
chief,person,ast,young,neutral
executive,person,ast,young,neutral
replaces,ian,other,NA,neutral
diery,ian,other,NA,neutral
resigned,ian,other,NA,neutral
from,ian,other,NA,neutral
both,ian,other,NA,neutral
posts,ian,other,NA,neutral
pursue,ian,other,NA,neutral
other,ian,other,NA,neutral
interests,ian,other,NA,neutral
company,ian,other,NA,neutral
said,ian,other,NA,neutral
previously,corpor,korea,samsung,neutral
corporate,corpor,korea,samsung,neutral
vice,corpor,korea,samsung,neutral
president,corpor,korea,samsung,neutral
koreas,corpor,korea,samsung,neutral
samsung,corpor,korea,samsung,neutral
electronics,corpor,korea,samsung,neutral
which,corpor,korea,samsung,neutral
holds,corpor,korea,samsung,neutral
significant,corpor,korea,samsung,neutral
equity,corpor,korea,samsung,neutral
stake,corpor,korea,samsung,neutral
primary,primari,samsung,initi,neutral
engineers,primari,samsung,initi,neutral
samsungs,primari,samsung,initi,neutral
initial,primari,samsung,initi,neutral
